2019-11-13 17:01:07.688 [main] INFO  com.gaolei.crawler.CrawlerApplication - Starting CrawlerApplication on GaoLei with PID 23388 (E:\JavaProgram\gaolei-epwho-crawler\target\classes started by Administrator in E:\JavaProgram\gaolei-epwho-crawler)
2019-11-13 17:22:27.982 [scheduling-1] INFO  us.codecraft.webmagic.Spider - Spider www.hbzhan.com started!
2019-11-13 17:22:28.864 [pool-1-thread-1] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/product/newtype.html
2019-11-13 17:22:34.766 [pool-1-thread-3] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7710.html
2019-11-13 17:22:34.780 [pool-1-thread-3] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7710.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:96)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:22:35.096 [pool-1-thread-1] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7720.html
2019-11-13 17:22:35.103 [pool-1-thread-1] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7720.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:96)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:22:35.318 [pool-1-thread-3] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7730.html
2019-11-13 17:22:35.325 [pool-1-thread-3] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7730.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:96)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:22:35.527 [pool-1-thread-1] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7738.html
2019-11-13 17:22:35.533 [pool-1-thread-1] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7738.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:96)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:22:36.164 [pool-1-thread-1] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7762.html
2019-11-13 17:22:36.171 [pool-1-thread-1] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7762.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:96)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:22:36.570 [pool-1-thread-1] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7774.html
2019-11-13 17:22:36.576 [pool-1-thread-1] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7774.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:96)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:22:36.773 [pool-1-thread-3] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7750.html
2019-11-13 17:22:36.780 [pool-1-thread-3] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7750.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:96)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:22:37.010 [pool-1-thread-1] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7782.html
2019-11-13 17:22:37.017 [pool-1-thread-1] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7782.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:96)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:22:37.501 [pool-1-thread-1] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7812.html
2019-11-13 17:22:37.505 [pool-1-thread-1] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7812.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:96)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:22:37.857 [pool-1-thread-1] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7871.html
2019-11-13 17:22:37.899 [pool-1-thread-3] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7794.html
2019-11-13 17:22:37.942 [pool-1-thread-3] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7794.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:96)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:22:37.943 [pool-1-thread-1] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7871.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:96)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:22:38.333 [pool-1-thread-3] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7886.html
2019-11-13 17:22:38.339 [pool-1-thread-3] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7886.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:96)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:22:38.727 [pool-1-thread-1] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7906.html
2019-11-13 17:22:38.732 [pool-1-thread-1] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7906.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:96)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:22:38.892 [pool-1-thread-3] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7920.html
2019-11-13 17:22:38.898 [pool-1-thread-3] ERROR us.codecraft.webmagic.Spider - process request Request{url='http://www.hbzhan.com/chanpin-7920.html', method='null', extras=null, priority=0, headers={}, cookies={}} error
java.lang.IllegalArgumentException: Need AND/OR between two predicate! /text()
	at us.codecraft.xsoup.xevaluator.XPathParser.consumePredicates(XPathParser.java:223)
	at us.codecraft.xsoup.xevaluator.XPathParser.findElements(XPathParser.java:163)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:76)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.xevaluator.XPathParser.combinator(XPathParser.java:110)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:74)
	at us.codecraft.xsoup.xevaluator.XPathParser.parse(XPathParser.java:408)
	at us.codecraft.xsoup.Xsoup.compile(Xsoup.java:25)
	at us.codecraft.webmagic.selector.XpathSelector.<init>(XpathSelector.java:21)
	at us.codecraft.webmagic.selector.Selectors.xpath(Selectors.java:32)
	at us.codecraft.webmagic.selector.HtmlNode.xpath(HtmlNode.java:42)
	at com.gaolei.crawler.task.HbProcessor.process(HbProcessor.java:96)
	at us.codecraft.webmagic.Spider.onDownloadSuccess(Spider.java:414)
	at us.codecraft.webmagic.Spider.processRequest(Spider.java:406)
	at us.codecraft.webmagic.Spider.access$000(Spider.java:61)
	at us.codecraft.webmagic.Spider$1.run(Spider.java:320)
	at us.codecraft.webmagic.thread.CountableThreadPool$1.run(CountableThreadPool.java:74)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
2019-11-13 17:22:39.024 [pool-1-thread-1] INFO  u.c.webmagic.downloader.HttpClientDownloader - downloading page success http://www.hbzhan.com/chanpin-7947.html
